UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Radius (m),Number of Volcanoes Nearby,Moho_Depth (m),LAB,RHO_C,RHO_L,RHO_SL,FA,G_zz,G_xx,G_yy
MIRD0001A,MIRADOR-1A,11900,Casanare,Llanos Orientales,5.212358,-72.598561,1164361.920779,1068015.388995,1159.0,353.26320000000004,26.433684,194.0,90.0,12040.0,3669.7920000000004,102.7418854986035,20.793603969544726,2009.0,265877.5543061391,270877.5543061391,1,39493.207882139905,152215.40573833045,2836.6993663874,3345.9129414726012,3466.7963057262887,43.12908698589956,0.518707507150384,-0.230014368105225,-0.286006699742733
MIRF0001,MIRAFLOR-1,6955,Cauca,Valle Superior del Magdalena,1.097194,-76.379506,744089.750232,612868.459965,1195.0,364.236,26.378819999999997,180.0,82.22222222222223,6955.0,2119.884,89.18792207566618,29.628556126498516,2008.0,24166.719624005054,29166.719624005054,1,40218.378157387,61575.92903917492,2839.1464103347025,3278.7908800601826,3440.059225646904,39.08718650485556,0.6847598461286991,-0.40372315856410756,-0.27359361653448244
MIRF0001N,MIRAFLOR-1N,6042,Cauca,Valle Superior del Magdalena,1.119275,-76.359111,746363.43433,615310.24667,1145.0,348.99600000000004,26.455019999999998,157.0,69.44444444444444,6042.0,1841.6016000000002,75.26627892147009,26.504787420618058,2008.0,21227.83049603169,26227.83049603169,1,40363.6293364499,61655.516535238356,2839.831535564894,3279.007506072415,3440.047937585244,38.86162377642939,0.6831839513176889,-0.4034663143074292,-0.27232295103831866
MIRA0001,MIRANCHUR-1,10451,Putumayo,Caguan-Putumayo,0.561158,-76.566633,723206.20696,553556.380169,860.0,262.128,26.88936,112.0,44.44444444444444,3160.0,963.168,46.97962998137199,20.85853141027525,2008.0,78086.58547517176,83086.58547517176,5,36057.60555417238,68139.32996399971,2836.4040547010827,3283.113671575487,3441.523375007337,34.80485301519356,0.6248213329261889,-0.3524622368229378,-0.26715438804422204
MIRL0001,MIRLA-1,2550,Antioquia,Valle Medio del Magdalena,6.000317,-74.630303,939172.168483,1154989.95986,629.0,191.7192,27.241404,100.0,37.77777777777778,2550.0,777.24,39.719432852184795,16.054280340930468,2008.0,53445.17434847019,58445.17434847019,1,37592.590322877964,195740.46010048417,2821.6495730432757,3349.794842137131,3477.8684995507833,56.834281404573645,0.9008021852799712,-0.4854797624312095,-0.4133609900711913
MOJA0001,MOJADA-1,5580.5,Santander,Valle Medio del Magdalena,6.739194,-73.721836,1039700.170129,1236685.981011,461.0,140.5128,27.497436,138.0,58.88888888888889,5621.0,1713.2808,64.19355032312885,21.41862228487522,2008.0,182838.5834926337,187838.5834926337,1,43826.730036002875,173038.82901137357,2787.02563492398,3346.0488526661406,3474.3553982225153,66.72110328973773,0.6971571435592615,-0.3887530836118329,-0.3005622617171303
MOJN0002,MOJANA-2,5035,Bolivar,Valle Inferior del Magdalena,8.965753,-74.591414,943858.5875,1482959.769695,45.0,13.716000000000001,28.13142,139.0,59.44444444444445,5035.0,1534.6680000000001,64.045566351401,23.401899532277344,2008.0,371036.81151334353,376036.81151334353,1,37070.35536242012,81799.47092530069,2733.9052149445583,3305.5267850641844,3444.930256581404,-29.114088637707876,-0.019142938436664578,-0.09168976316235812,0.11107799911209644
MOLI0001,MOLINERO-1,7348,Atlántico,Sinú-San Jacinto,10.672019,-74.997061,899759.794045,1671795.931855,109.0,33.2232,28.033884,188.0,86.66666666666667,9956.0,3034.5888,97.32277863235004,22.83304236552578,2008.0,558546.1029892835,563546.1029892835,1,33056.98262402039,143225.62022631615,2671.6417493729177,3350.458622986137,3457.382735320539,-28.32285485763968,-0.11952970202956455,-0.0010538195812342837,0.12040736944255115
MOLI0002,MOLINERO-2,7348,Atlántico,Sinú-San Jacinto,10.656164,-75.022333,896989.064038,1670050.176989,103.0,31.3944,28.043028,171.0,77.22222222222223,7360.0,2243.328,84.70026887870974,25.2558880728586,2008.0,556810.437154198,561810.437154198,1,33096.79719290254,141888.22082875183,2671.4027880996905,3349.712612629832,3456.9782816309607,-29.31877524625671,-0.12330074846467276,0.0004956818738416121,0.12260794567277851
MOLI0003,MOLINERO-3X,8630,Atlántico,Sinú-San Jacinto,10.673856,-74.989217,900618.755797,1671996.533699,98.0,29.8704,28.050648,174.0,78.88888888888889,8665.0,2641.092,88.0053837892254,22.70073734244222,2008.0,558744.7389016746,563744.7389016746,1,33051.59501588143,143501.3533024103,2671.7307121416343,3350.5992604209114,3457.474390733564,-28.062307702164215,-0.11845431283682953,-0.0015733264273534212,0.11985599902690296
MOMO0001,MOMPOS-1,5904,Bolivar,Valle Inferior del Magdalena,9.215406,-74.410769,963750.179347,1510549.930591,74.0,22.555200000000003,28.087224,142.0,61.111111111111114,5904.0,1799.5392000000002,66.76250066272932,21.491766704903856,2008.0,401159.84795933665,406159.84795933665,1,37313.565780854464,87556.7613999472,2737.1691605326273,3311.295398909591,3446.1134369465067,-31.168381175717983,-0.03850238637245789,-0.09861858492345335,0.13700379794317324
MONI0001,MONICONGO-1,13053,Tolima,Valle Superior del Magdalena,3.873364,-74.854307,914095.99628,919791.995736,,753.0,24.435,236.0,113.33333333333334,13053.0,3978.5544,126.80370430640023,25.730125571840926,2008.0,68504.22453465237,73504.22453465237,2,45010.309036837294,175329.99903984542,2924.4757419827442,3352.7563291210845,3469.893241909353,51.489088380494884,0.9334869007262346,-0.5520923699152003,-0.38209894612225576
MONS0001,MONSERRATE-1,1940,Tolima,Valle Superior del Magdalena,3.993467,-75.176347,878339.184841,933114.875549,1229.0,374.5992,26.327004,112.0,44.44444444444444,1940.0,591.312,45.83871075965008,32.99731234889547,2008.0,45057.30901254071,50057.30901254071,2,43744.64072950051,172431.33359050346,2912.142323354583,3351.25516132295,3468.0543904979622,54.169682827361235,0.9716626510870795,-0.5778386710721697,-0.39395232573319033
MONA0001,MONTANUELO-1,4998,Tolima,Valle Superior del Magdalena,4.057381,-75.16035,880125.429111,940181.438376,,434.0,26.03,134.0,56.66666666666667,5006.0,1525.8288,61.23355002281502,23.07175616479058,2008.0,37995.263693316185,42995.263693316185,2,43647.85249578721,174054.6891125878,2909.900597876662,3351.23965283583,3468.5766725156873,53.9625658485237,0.9781059141002191,-0.5795922573758902,-0.3987029017377849
MONA0002,MONTANUELO-2,4441,Tolima,Valle Superior del Magdalena,4.057472,-75.160358,880124.520766,940191.570622,,434.0,26.03,121.0,49.44444444444445,4455.0,1357.884,53.37278164125021,20.136316240010345,2008.0,37985.113787974304,42985.113787974304,2,43647.91193494492,174056.37783416163,2909.8961037474473,3351.2393672795906,3468.577128511132,53.96236533423561,0.9781153463079975,-0.5795955155906636,-0.39870908602761485
MRRY0001,MONTERREY-1_VIM,5220,Magdalena,Valle Inferior del Magdalena,9.404064,-74.120876,995611.042937,1531400.013539,186.0,56.692800000000005,27.916536,146.0,63.333333333333336,5228.0,1593.4944,68.16378317463517,25.257225362470788,2008.0,427662.35224474024,432662.35224474024,1,38269.64345681143,103896.87018368133,2748.742615913451,3322.829743436909,3450.2346472757145,-27.30156238684976,-0.015561258892741538,-0.12373827255714002,0.13890419292977352
MREY0001,MONTERREY-1_VMM,1220,Santander,Valle Medio del Magdalena,6.276422,-74.500419,953577.018324,1185512.072805,,187.0,27.265,145.0,62.77777777777778,6228.0,1898.2944,68.83058341317104,21.89627879277895,2008.0,86317.98067720974,91317.98067720974,1,37238.78501088608,193525.10362349232,2808.084614793293,3349.643073736457,3477.86562520712,56.67732025805883,0.8281491028186306,-0.4441519514139525,-0.38118551398636036
MVER0001,MONTEVERDE-1,3800,Norte de Santander,Catatumbo,8.051794,-72.542658,1169587.646611,1382155.994461,1489.0,453.84720000000004,25.930764,181.0,82.77777777777779,3752.0,1143.6096,85.92910740872952,52.46400817965285,2008.0,377621.7700211859,382621.7700211859,1,37766.47783856468,145880.27411303754,2818.380891498621,3344.8448156517525,3467.136218976758,17.420389647359357,0.26982752651256087,-0.19769482571367167,-0.06687181333028254
MONO0001,MONTOYAS A-1,10250,Santander,Valle Medio del Magdalena,6.831722,-74.043394,1004147.699998,1246904.28985,289.0,88.08720000000001,27.759563999999997,182.0,83.33333333333334,10137.0,3089.7576000000004,94.1938984628592,21.501471333174873,2008.0,166014.8052011525,171014.8052011525,1,41112.77503992162,179710.72468131315,2784.2512082269695,3346.958948717721,3475.630433738019,57.79930745675685,0.666393076907307,-0.36736725853219615,-0.2931998122254734
MONZ0001,MONZA-1,4863,Meta,Llanos Orientales,4.4368,-71.5528,1280696.7025,982536.6279,614.0,187.1472,27.264264,170.0,76.66666666666667,4854.0,1479.4992,81.05507802507626,36.35744718555864,2009.0,400744.5301105389,405744.5301105389,4,34490.36278409353,164396.53719093688,2871.2434174592913,3354.366192007736,3468.118464269098,-18.850463154322608,0.039229078445589004,0.06536540921666587,-0.09580554881913204
MORI0001,MORICHAL-1,15500,Casanare,Llanos Orientales,5.272447,-72.277867,1199911.617484,1074756.236377,725.0,220.98000000000002,27.0951,248.0,120.0,15499.999999999998,4724.4,134.04802682038437,22.638414787144267,2009.0,299829.37469668005,304829.37469668005,1,38243.70786267255,149967.07915470225,2839.6663029903148,3346.503297371141,3465.886527685892,28.38404239876909,0.3928894045512521,-0.1463948469899954,-0.24174883808420364
MORI0002,MORICHAL-2,15479,Casanare,Llanos Orientales,5.271947,-72.287547,1198838.111739,1074697.819632,733.0,223.41840000000002,27.082908,238.0,114.44444444444444,15400.0,4693.92,128.50917557120016,21.60800941882268,2009.0,298776.3536942697,303776.3536942697,1,38256.45464144075,150011.90324251642,2839.5022365033337,3346.4807624898517,3465.9101826739548,28.88306263398823,0.3968412563871518,-0.14899770300579046,-0.2431564560013963
MORC0001,MORICHE-1,2424,Boyacá,Valle Medio del Magdalena,6.199789,-74.539442,949251.275239,1177040.650706,475.0,144.78,27.4761,121.0,49.44444444444445,2420.0,737.616,51.26543995674773,32.25165934137509,2008.0,76906.80444636263,81906.80444636263,1,37348.43955596362,194354.68068962268,2811.8359336767708,3349.7345437244835,3477.9187837357667,56.74095499051293,0.8494659598196326,-0.4559344188185911,-0.3909800232254427
MORT0002,MORICHITO-2,6450,Casanare,Llanos Orientales,4.5967,-71.8428,1248418.589,1000128.827,452.0,137.7696,27.511152,183.0,83.88888888888889,6689.0,2038.8072000000002,90.51911548676675,30.90432655268568,2009.0,364523.96203769563,369523.96203769563,1,35156.60096800767,160598.45959439664,2864.8921332713153,3352.0256406321046,3467.3894626743713,-6.015767794385845,0.14927994260512095,-0.0014684404851360057,-0.1410477208666892
MORO0001,MORROCOY-1,4826,Cordoba,Sinú-San Jacinto,8.508358,-76.085586,779228.982828,1432904.001531,165.0,50.292,27.948539999999998,130.0,54.44444444444445,4828.0,1471.5744,58.80249755400278,20.966631081651585,2008.0,341335.7095967446,346335.7095967446,1,31852.45451574368,124644.99122344574,2742.4338380094177,3331.752644426724,3450.8582549010725,-6.0329720312129265,0.15318619788808904,-0.09462935372051962,-0.058232769774149644
MOSC0001,MORROCOY-1_VMM,4200,Cesar,Valle Medio del Magdalena,8.150322,-73.737019,1037900.105979,1392750.135045,150.0,45.72,27.9714,122.0,50.0,4200.0,1280.16,53.641242901696174,20.052058259667678,2008.0,309162.97828981554,314162.97828981554,1,37139.45187263294,118512.24106593887,2772.1482727659236,3324.1866145237145,3457.725129690059,11.805443365967031,0.26956489422727836,-0.23724961485899299,-0.027608344379992104
MOSQ0001,MOSQUITO-1,4083,Cesar,Valle Medio del Magdalena,8.179681,-73.707867,1041109.99264,1396000.030933,156.0,47.5488,27.962256,118.0,47.77777777777778,4083.0,1244.4984000000002,51.28923979866971,18.744085005388282,2008.0,313506.39339695015,318506.39339695015,1,37007.841660505364,118230.7044898645,2774.465195649782,3324.5856770151645,3457.5070441914404,9.691490879471555,0.2598357297458307,-0.23619298942214134,-0.01913581270636256
MUCH0001,MUCHUBI-1,6000,Huila,Valle Superior del Magdalena,3.240831,-75.267175,868141.524086,849884.600419,,405.0,26.175,157.0,69.44444444444444,6000.0,1828.8000000000002,75.21431679677137,26.815024495172445,2008.0,91596.828167626,96596.828167626,1,45061.52125879331,149701.65736929118,2931.7757759442475,3346.9984717177663,3461.5596880210533,54.343233643958115,0.8717935639980965,-0.5360793955235313,-0.33477208065183717
MUCR0001,MUCURERA SUR-1,6660,Norte de Santander,Catatumbo,7.969011,-72.565253,1167129.885776,1372987.995082,1600.0,487.68,25.761599999999998,174.0,78.88888888888889,6660.0,2029.968,85.48262342371942,29.419687120052835,2008.0,369394.06778911775,374394.06778911775,1,38514.08142179473,146043.62541526885,2815.4636230472165,3344.5871776421395,3467.2447799313773,20.997544873478226,0.2910463532676138,-0.20495150911013896,-0.08028252538464759
MUCU0001,MUCURERA-1,5585,Norte de Santander,Catatumbo,8.079072,-72.518508,1172239.183801,1385184.029885,1293.0,394.1064,26.229468,152.0,66.66666666666667,4320.0,1316.736,70.44230395556842,33.57760094321748,2008.0,381646.1311557149,386646.1311557149,1,37580.27363836234,146254.14969662763,2819.415913534484,3345.123145771973,3467.312020871343,16.649888914355703,0.26223163058016524,-0.1925012831617222,-0.0646451961669644
MUCU0003,MUCURERA-3,10230,Norte de Santander,Catatumbo,8.100836,-72.515586,1172552.143148,1387593.169365,572.0,174.34560000000002,27.328272,240.0,115.55555555555556,10407.0,3172.0536,126.71438315699064,31.3317880747635,2008.0,383585.5798117312,388585.5798117312,1,37436.821534204224,146182.11367811498,2820.1664741808345,3345.1716316071434,3467.2617397137938,15.6837265654564,0.2569870904784691,-0.19113752534210537,-0.06091237213531282
MUGE0001,MUGELLO-1,4781,Meta,Llanos Orientales,4.1345,-71.2352,1316105.8248,949193.6634,614.0,187.1472,27.264264,170.0,76.66666666666667,4772.0,1454.5056000000002,80.95950589631816,36.916490315553375,2009.0,438079.3762634943,443079.3762634943,2,34903.481834285674,161822.86495094353,2876.514510294201,3354.8674910261584,3466.9892522295977,-20.296330157737096,-0.017851355478030264,0.09859707526838307,-0.0699549446765378
MUGO0001,MUGROSA SUR-1,5402,Santander,Valle Medio del Magdalena,6.603078,-73.715425,1040420.149628,1221633.000246,561.0,170.99280000000002,27.345036,136.0,57.77777777777778,5407.0,1648.0536000000002,62.82307774919811,21.52723779687633,2008.0,173750.02778954752,178750.02778954752,1,44005.421178668585,173660.43986381503,2791.1778425151797,3346.100748514687,3474.4780494685833,70.08146037720661,0.7390779786119526,-0.40997477862296505,-0.3211294223419757
MUGR0005,MUGROSA-5,3694,Santander,Valle Medio del Magdalena,6.695922,-73.703628,1041717.003281,1231901.893048,658.0,200.5584,27.197208,110.0,43.333333333333336,3694.0,1125.9312,46.422669632822185,17.075165545481095,2008.0,181227.05157540782,186227.05157540782,1,44002.40990959669,172889.8843885248,2788.3066724585046,3346.033916470355,3474.323600335782,68.07537858163163,0.7100561009418919,-0.39531928072372585,-0.3067626474884485
MURU0001,MURUJUY-1,6110,Meta,Llanos Orientales,3.9365,-72.5767,1167081.674,926882.2777,807.0,245.9736,26.970132,175.0,79.44444444444444,6065.0,1848.612,85.29476565926652,31.550500407476807,2009.0,292918.97577026935,297918.97577026935,2,34419.55927959734,177531.35315400193,2878.627165425308,3350.98992213505,3472.6193522721132,6.714135517873464,0.33413628337181644,-0.14380516477476493,-0.18931545025408436
MUZA0001,MUZANDA-1,10670,Cesar,Valle Medio del Magdalena,7.768144,-73.636161,1049061.075441,1350492.081415,164.0,49.9872,27.950063999999998,163.0,72.77777777777779,10112.0,3082.1376,83.61031040105885,18.058975173937355,2008.0,277301.9330523515,282301.9330523515,1,38227.472897043015,133440.0552694817,2772.1303161493975,3330.323806881066,3462.956635433491,34.56144963062314,0.40278178047104973,-0.28215015801416793,-0.11364270466385033
NARA0001,NARANJO-1,3946,Huila,Valle Superior del Magdalena,2.135469,-75.677156,822400.052389,727671.034722,874.0,874.0,23.83,129.0,53.88888888888889,3845.0,1171.9560000000001,57.1403256726777,28.42284665352427,2008.0,37291.05143039901,42291.05143039901,2,44436.000287337105,94269.77062761274,2884.731345948907,3308.3754224733075,3446.65929439765,41.33530926864637,0.700194080800123,-0.43614381221377385,-0.2585400598628552
NARE0010,NARE-10,2255,Antioquia,Valle Medio del Magdalena,6.078797,-74.588928,943761.416174,1163664.864305,449.0,136.8552,27.515724,118.0,47.77777777777778,2253.0,686.7144000000001,49.44691090230611,31.93640165737912,2008.0,62999.239533142194,67999.23953314219,1,37504.31455855342,195200.63079298017,2817.7385620789855,3349.7607857883495,3477.9137089896867,57.0153245651221,0.8817432640416087,-0.47445762432375577,-0.40505693209921256
NARE0011,NARE-11,2283,Antioquia,Valle Medio del Magdalena,6.078744,-74.591511,943475.422827,1163659.294242,451.0,137.4648,27.512676,116.0,46.66666666666667,2283.0,695.8584000000001,48.362817273672384,29.963195491600562,2008.0,62808.95749481671,67808.95749481671,1,37495.339726973856,195244.20225526043,2817.757837965785,3349.774329848099,3477.9158650284025,56.94370494628745,0.8816219011745435,-0.474333401016904,-0.4050772138327531
NARE0012,NARE-12,2265,Antioquia,Valle Medio del Magdalena,6.078714,-74.596522,942920.658409,1163656.44728,483.0,147.2184,27.463908,112.0,44.44444444444444,2265.0,690.3720000000001,46.12437063723536,27.02957628240334,2008.0,62448.081135140514,67448.08113514051,1,37478.37510924785,195328.131100921,2817.7913920835504,3349.8007260745057,3477.91984954699,56.80422108269163,0.8813645592994439,-0.4740791236999502,-0.40510787269794873
NARE0122,NARE-122,2310,Antioquia,Valle Medio del Magdalena,6.080061,-74.588978,943756.012125,1163804.647066,450.0,137.16,27.5142,112.0,44.44444444444444,2310.0,704.0880000000001,46.16500980798353,26.489316403607972,2008.0,63102.29271302188,68102.29271302189,1,37501.09716327055,195202.9127248794,2817.6802908028767,3349.7638296576006,3477.914704280612,56.99759319907329,0.8813893729604817,-0.4742398132607364,-0.4049213363407964
NARE0013,NARE-13,2218,Antioquia,Valle Medio del Magdalena,6.078631,-74.599253,942618.354293,1163647.523772,496.0,151.1808,27.444096,114.0,45.55555555555556,2218.0,676.0464000000001,47.19331523883201,29.21281621917076,2008.0,62246.914123201524,67246.91412320152,1,37469.636020727216,195373.41806219835,2817.812510417525,3349.8149437274833,3477.9218307365068,56.72928282594292,0.8812419075895168,-0.47395141592000967,-0.40513125428441277
